Timestamp,DeviceName,FileName,ProcessCommandLine,AccountName
2025-09-16 01:42:00,slflarewinsysmo,msupdate.exe,"""msupdate.exe"" -ExecutionPolicy Bypass -File C:\Users\Public\update_check.ps1",slflare
